-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  49.2237   Longitude -123.1636 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 62.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M,1992,3.92,2.86,1.87,2.58,1.94,1.81,1.6,1.45,2.21,2.62,3.16,4.25,2.52
WS10M,1993,3.77,3.32,3.05,2.84,2.1,2.24,1.84,1.7,1.22,1.74,3.1,3.4,2.52
WS10M,1994,2.77,3.77,2.78,2.18,2.0,1.74,1.47,1.46,1.52,2.48,3.89,3.96,2.49
WS10M,1995,3.73,3.34,3.27,2.36,1.82,1.96,1.77,1.88,1.58,2.91,3.35,3.95,2.66
WS10M,1996,4.02,3.45,2.8,2.91,2.3,1.92,1.82,1.86,1.83,3.05,3.09,4.45,2.79
WS10M,1997,3.38,2.81,3.71,2.7,2.19,2.11,1.84,1.66,2.19,2.97,3.32,3.67,2.71
WS10M,1998,4.12,3.8,2.52,1.94,1.99,1.82,1.58,1.51,1.3,2.76,3.76,4.16,2.6
WS10M,1999,3.3,4.66,3.57,2.42,2.36,2.05,1.72,1.6,2.0,2.66,3.29,3.3,2.73
WS10M,2000,3.73,3.34,2.91,2.38,2.02,1.99,1.73,1.58,1.84,2.56,2.86,3.4,2.52
WS10M,2001,3.19,3.09,2.85,2.31,2.17,1.91,1.62,1.77,1.76,2.98,3.34,4.1,2.59
WS10M,2002,3.16,3.33,3.27,2.5,2.13,1.99,1.69,1.37,1.85,1.62,2.94,3.7,2.45
WS10M,2003,3.32,2.45,3.21,2.67,1.87,1.95,1.55,1.38,1.73,2.92,3.23,3.86,2.52
WS10M,2004,3.48,3.08,2.98,2.0,1.84,1.8,1.58,1.59,1.86,2.47,2.68,3.14,2.38
WS10M,2005,3.67,2.51,2.81,2.83,2.22,2.0,1.7,1.38,1.51,2.65,2.99,3.12,2.45
WS10M,2006,3.8,3.9,3.45,2.46,2.09,1.76,1.67,1.42,1.57,2.1,4.34,3.84,2.7
WS10M,2007,3.49,3.03,2.96,2.34,1.83,2.01,1.77,1.54,1.94,2.73,3.03,3.87,2.55
WS10M,2008,3.73,2.8,2.8,2.41,1.88,1.92,1.62,1.84,1.7,2.43,3.21,3.94,2.52
WS10M,2009,3.02,2.86,3.31,2.12,2.05,1.79,1.32,1.38,1.93,2.75,4.09,3.33,2.49
WS10M,2010,3.52,3.02,2.95,3.16,2.26,1.92,1.5,1.7,2.12,2.51,3.66,3.98,2.69
WS10M,2011,3.05,3.76,3.49,2.65,2.08,1.97,1.68,1.42,2.05,2.27,3.39,2.82,2.55
WS10M,2012,3.84,3.3,3.47,2.24,2.12,2.12,1.48,1.45,1.48,2.64,3.3,3.62,2.59
WS10M,2013,2.63,2.93,2.79,2.48,1.81,1.74,1.55,1.49,2.04,1.94,2.84,2.9,2.26
WS10M,2014,2.91,4.12,2.98,2.55,1.9,1.83,1.55,1.3,1.98,2.62,3.44,3.51,2.55
WS10M,2015,2.59,2.63,2.46,2.42,1.53,1.77,1.59,1.8,1.91,2.24,3.21,4.05,2.35
WS10M,2016,3.4,3.16,3.5,2.17,2.08,1.92,1.77,1.66,1.91,3.43,3.66,3.95,2.72
WS10M,2017,3.76,3.48,3.45,3.14,1.87,1.99,1.73,1.47,1.66,2.48,4.19,2.94,2.67
WS10M,2018,3.84,3.1,2.58,2.68,1.7,2.04,1.57,1.48,2.07,2.21,2.91,4.1,2.52
WS10M,2019,3.27,3.81,2.4,2.66,1.74,1.98,1.74,1.54,2.16,2.55,2.73,2.92,2.45
WS10M,2020,4.24,2.98,3.05,2.25,2.09,2.01,1.78,1.72,1.87,2.59,3.49,3.52,2.63
WS10M,2021,3.69,4.05,2.86,2.3,2.06,1.81,1.5,1.78,2.1,3.02,3.57,3.84,2.7
WS10M,2022,2.93,2.79,2.44,2.91,2.45,2.07,1.4,1.51,1.82,1.98,3.39,3.71,2.45
PRECTOTCORR,1981,0.0,5.27,5.27,5.27,0.0,5.27,0.0,0.0,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,1982,10.55,10.55,0.0,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,1983,5.27,5.27,5.27,0.0,0.0,0.0,5.27,0.0,0.0,5.27,10.55,5.27,5.27
PRECTOTCORR,1984,5.27,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,10.55,5.27,5.27
PRECTOTCORR,1985,0.0,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,0.0
PRECTOTCORR,1986,5.27,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27
PRECTOTCORR,1987,5.27,5.27,5.27,0.0,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,0.0
PRECTOTCORR,1988,5.27,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,1989,5.27,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,1990,5.27,5.27,5.27,0.0,0.0,5.27,0.0,0.0,0.0,5.27,10.55,5.27,5.27
PRECTOTCORR,1991,5.27,5.27,0.0,5.27,0.0,0.0,0.0,5.27,0.0,0.0,10.55,5.27,5.27
PRECTOTCORR,1992,10.55,5.27,0.0,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,1993,5.27,0.0,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0
PRECTOTCORR,1994,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,1995,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27,10.55,5.27,5.27
PRECTOTCORR,1996,5.27,5.27,0.0,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,1997,10.55,5.27,5.27,5.27,5.27,5.27,0.0,0.0,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,1998,5.27,5.27,5.27,0.0,5.27,0.0,0.0,0.0,0.0,5.27,10.55,10.55,5.27
PRECTOTCORR,1999,10.55,10.55,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27,10.55,5.27,5.27
PRECTOTCORR,2000,5.27,5.27,5.27,0.0,5.27,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2001,5.27,0.0,5.27,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2002,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27
PRECTOTCORR,2003,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,10.55,5.27,5.27,5.27
PRECTOTCORR,2004,5.27,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2005,5.27,0.0,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2006,10.55,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.55,5.27,5.27
PRECTOTCORR,2007,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2008,5.27,0.0,5.27,0.0,0.0,0.0,0.0,5.27,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2009,5.27,0.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27,10.55,0.0,5.27
PRECTOTCORR,2010,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2011,5.27,5.27,5.27,0.0,5.27,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2012,5.27,5.27,5.27,5.27,0.0,5.27,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2013,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,0.0,5.27,0.0,5.27
PRECTOTCORR,2014,5.27,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2015,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,5.27,5.27,10.55,5.27
PRECTOTCORR,2016,5.27,5.27,5.27,0.0,0.0,0.0,0.0,0.0,0.0,10.55,10.55,5.27,5.27
PRECTOTCORR,2017,5.27,5.27,10.55,5.27,0.0,0.0,0.0,0.0,0.0,5.27,10.55,5.27,5.27
PRECTOTCORR,2018,10.55,5.27,5.27,5.27,0.0,0.0,0.0,0.0,5.27,5.27,10.55,5.27,5.27
PRECTOTCORR,2019,5.27,0.0,0.0,5.27,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27,5.27
PRECTOTCORR,2020,10.55,5.27,0.0,0.0,5.27,0.0,0.0,0.0,0.0,5.27,5.27,5.27,5.27
PRECTOTCORR,2021,6.8,4.9,2.21,1.53,1.39,1.27,0.14,0.91,5.39,5.98,12.2,5.66,4.01
PRECTOTCORR,2022,6.03,2.79,4.46,3.73,3.8,2.7,0.91,0.46,0.33,3.87,4.63,6.26,3.34
